alias_key,proposal_grade,proposal_status,proposed_campaign_id,proposed_campaign_name,source_row,date_iso,management_memo,landing_path,ledger_path_candidates,utm_source,utm_medium,utm_campaign,utm_content,channel_bucket,product_family_hint,audit_generated_at,audit_range,confidence,why_not_auto_confirm,next_action
meta_biocom_bangtanjelly_wadiz1,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",2097,2026-03-10,메타광고_바이오컴_방탄젤리_와디즈1,/shop_view?idx=279,/shop_view;/shopview,meta_biocom_bangtanjelly_wadiz1,meta_biocom_bangtanjelly_wadiz1,meta_biocom_bangtanjelly_wadiz1,meta_biocom_bangtanjelly_wadiz1,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_bangtanjelly_wadiz2,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",2098,,메타광고_바이오컴_방탄젤리_와디즈2,/shop_view?idx=279,/shop_view;/shopview,meta_biocom_bangtanjelly_wadiz2,meta_biocom_bangtanjelly_wadiz2,meta_biocom_bangtanjelly_wadiz2,meta_biocom_bangtanjelly_wadiz2,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_bangtanjellystorymp4_bangtanjelly,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1910,,메타광고_방탄젤리인스스영상_방탄젤리,/shop_view?idx=279,/shop_view;/shopview,meta_biocom_bangtanjellystorymp4_bangtanjelly,meta_biocom_bangtanjellystorymp4_bangtanjelly,meta_biocom_bangtanjellystorymp4_bangtanjelly,meta_biocom_bangtanjellystorymp4_bangtanjelly,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_beforechuseock_dangdang,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1597,,메타광고_바이오컴_추석전미리준비_당당케어,/HealthFood?idx=317,/HealthFood,meta_biocom_beforechuseock_dangdang,meta_biocom_beforechuseock_dangdang,meta_biocom_beforechuseock_dangdang,meta_biocom_beforechuseock_dangdang,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_biobalance_review_cold,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1443,,메타광고_바이오컴_바이오밸런스_후기소재_감기,/HealthFood?idx=97,/HealthFood,meta_biocom_biobalance_review_cold,meta_biocom_biobalance_review_cold,meta_biocom_biobalance_review_cold,meta_biocom_biobalance_review_cold,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_biobalance_review_tiredness,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1444,,메타광고_바이오컴_바이오밸런스_후기소재_피로,/HealthFood?idx=97,/HealthFood,meta_biocom_biobalance_review_tiredness,meta_biocom_biobalance_review_tiredness,meta_biocom_biobalance_review_tiredness,meta_biocom_biobalance_review_tiredness,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_biobalanceinstastory_biobalance,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1768,2025-11-20,메타광고_바이오컴_바이오밸런스인스스_바이오밸런스,/HealthFood?idx=97,/HealthFood,meta_biocom_biobalanceinstastory_biobalance,meta_biocom_biobalanceinstastory_biobalance,meta_biocom_biobalanceinstastory_biobalance,meta_biocom_biobalanceinstastory_biobalance,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_biobalnce_midlanding_appetite2,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",917,,메타광고_바이오컴_바이오밸런스_중간랜딩_식욕2,/1008,/1008,meta_biocom_biobalnce_midlanding_appetite2,meta_biocom_biobalnce_midlanding_appetite2,meta_biocom_biobalnce_midlanding_appetite2,meta_biocom_biobalnce_midlanding_appetite2,meta_paid_or_meta_candidate,unknown,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_biobalnce_midlanding_review2,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",920,,메타광고_바이오컴_바이오밸런스_중간랜딩_후기2,/1008,/1008,meta_biocom_biobalnce_midlanding_review2,meta_biocom_biobalnce_midlanding_review2,meta_biocom_biobalnce_midlanding_review2,meta_biocom_biobalnce_midlanding_review2,meta_paid_or_meta_candidate,unknown,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_biobalnce_preorder_vlog1,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1125,,메타광고_바이오컴_바이오밸런스_사전예약_브이로그 1,/shop_view?idx=97,/shop_view;/shopview,meta_biocom_biobalnce_preorder_vlog1,meta_biocom_biobalnce_preorder_vlog1,meta_biocom_biobalnce_preorder_vlog1,meta_biocom_biobalnce_preorder_vlog1,meta_paid_or_meta_candidate,unknown,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_biobalnce_preorder_vlog2,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1126,,메타광고_바이오컴_바이오밸런스_사전예약_브이로그 2,/shop_view?idx=97,/shop_view;/shopview,meta_biocom_biobalnce_preorder_vlog2,meta_biocom_biobalnce_preorder_vlog2,meta_biocom_biobalnce_preorder_vlog2,meta_biocom_biobalnce_preorder_vlog2,meta_paid_or_meta_candidate,unknown,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_biobalnce_preorder_vlog3,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1127,,메타광고_바이오컴_바이오밸런스_사전예약_브이로그 3,/shop_view?idx=97,/shop_view;/shopview,meta_biocom_biobalnce_preorder_vlog3,meta_biocom_biobalnce_preorder_vlog3,meta_biocom_biobalnce_preorder_vlog3,meta_biocom_biobalnce_preorder_vlog3,meta_paid_or_meta_candidate,unknown,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_biobalnce_review1,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",893,2025-01-08,메타광고_바이오컴_바이오밸런스_후기1,/shop_view?idx=97,/shop_view;/shopview,meta_biocom_biobalnce_review1,meta_biocom_biobalnce_review1,meta_biocom_biobalnce_review1,meta_biocom_biobalnce_review1,meta_paid_or_meta_candidate,unknown,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_biospeed_mineral,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120218496689750396,[바이오컴] 영양중금속검사 전환 캠페인,1925,,메타광고_바이오컴_대사속도바이럴_영중검,/mineraltest_store?idx=6,/mineraltest_store;/mineralteststore,meta_biocom_biospeed_mineral,meta_biocom_biospeed_mineral,meta_biocom_biospeed_mineral,meta_biocom_biospeed_mineral,meta_paid_or_meta_candidate,mineral,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_blackfriday31_nuro,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1787,,메타광고_바이오컴_블프_뉴로마스터3+1,/shop_view?idx=198,/shop_view;/shopview,meta_biocom_blackfriday31_nuro,meta_biocom_blackfriday31_nuro,meta_biocom_blackfriday31_nuro,meta_biocom_blackfriday31_nuro,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_blackfriday_acid,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120237452088280396,[바이오컴] 종합대사기능검사 전환캠페인(11/4~) - 사본,1692,,메타광고_바이오컴_블프이벤트_종대사,/organicacid_store?idx=259,/organicacid_store;/organicacidstore,meta_biocom_blackfriday_acid,meta_biocom_blackfriday_acid,meta_biocom_blackfriday_acid,meta_biocom_blackfriday_acid,meta_paid_or_meta_candidate,organicacid,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_blackfriday_biobalance1,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1694,,메타광고_바이오컴_블프이벤트_바이오밸런스1,/HealthFood?idx=97,/HealthFood,meta_biocom_blackfriday_biobalance1,meta_biocom_blackfriday_biobalance1,meta_biocom_blackfriday_biobalance1,meta_biocom_blackfriday_biobalance1,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_blackfriday_biobalance2,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1695,,메타광고_바이오컴_블프이벤트_바이오밸런스2,/HealthFood?idx=97,/HealthFood,meta_biocom_blackfriday_biobalance2,meta_biocom_blackfriday_biobalance2,meta_biocom_blackfriday_biobalance2,meta_biocom_blackfriday_biobalance2,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_blackfriday_biobalance3,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1696,,메타광고_바이오컴_블프이벤트_바이오밸런스3,/HealthFood?idx=97,/HealthFood,meta_biocom_blackfriday_biobalance3,meta_biocom_blackfriday_biobalance3,meta_biocom_blackfriday_biobalance3,meta_biocom_blackfriday_biobalance3,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_blackfriday_nuro1,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1697,,메타광고_바이오컴_블프이벤트_뉴로마스터1,/HealthFood?idx=198,/HealthFood,meta_biocom_blackfriday_nuro1,meta_biocom_blackfriday_nuro1,meta_biocom_blackfriday_nuro1,meta_biocom_blackfriday_nuro1,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_blackfriday_nuro2,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1698,,메타광고_바이오컴_블프이벤트_뉴로마스터2,/HealthFood?idx=198,/HealthFood,meta_biocom_blackfriday_nuro2,meta_biocom_blackfriday_nuro2,meta_biocom_blackfriday_nuro2,meta_biocom_blackfriday_nuro2,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_blackfriday_nuro3,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1699,,메타광고_바이오컴_블프이벤트_뉴로마스터3,/HealthFood?idx=198,/HealthFood,meta_biocom_blackfriday_nuro3,meta_biocom_blackfriday_nuro3,meta_biocom_blackfriday_nuro3,meta_biocom_blackfriday_nuro3,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_blog_acid,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120237452088280396,[바이오컴] 종합대사기능검사 전환캠페인(11/4~) - 사본,1599,,메타광고_바이오컴_블로그_종대사,/organicacid_store?idx=259,/organicacid_store;/organicacidstore,meta_biocom_blog_acid,meta_biocom_blog_acid,meta_biocom_blog_acid,meta_biocom_blog_acid,meta_paid_or_meta_candidate,organicacid,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_blogreview_biobalance,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1625,,메타광고_바이오컴_블로그후기_바이오밸런스,/shop_view?idx=97,/shop_view;/shopview,meta_biocom_blogreview_biobalance,meta_biocom_blogreview_biobalance,meta_biocom_blogreview_biobalance,meta_biocom_blogreview_biobalance,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_blogreview_mineral,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120218496689750396,[바이오컴] 영양중금속검사 전환 캠페인,1610,2025-10-02,메타광고_바이오컴_블로그후기_영중검,/mineraltest_store?idx=6,/mineraltest_store;/mineralteststore,meta_biocom_blogreview_mineral,meta_biocom_blogreview_mineral,meta_biocom_blogreview_mineral,meta_biocom_blogreview_mineral,meta_paid_or_meta_candidate,mineral,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_bodyprofile_dangdangcare,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1496,,메타광고_바이오컴_바프사진_당당케어,/HealthFood?idx=317,/HealthFood,meta_biocom_bodyprofile_dangdangcare,meta_biocom_bodyprofile_dangdangcare,meta_biocom_bodyprofile_dangdangcare,meta_biocom_bodyprofile_dangdangcare,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_boyfriend_hormon,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120231749833120396,[바이오컴] 호르몬 검사 바이럴 소재 캠페인_0811,1400,,메타광고_바이오컴_남자친구감정조절_종호균,/hormon_store?idx=251,/hormon_store;/hormonstore,meta_biocom_boyfriend_hormon,meta_biocom_boyfriend_hormon,meta_biocom_boyfriend_hormon,meta_biocom_boyfriend_hormon,meta_paid_or_meta_candidate,hormone,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_callnew_nuronew,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1208,,메타광고_바이오컴_전화통화_뉴로마스터,/shop_view?idx=198,/shop_view;/shopview,meta_biocom_callnew_nuronew,meta_biocom_callnew_nuronew,meta_biocom_callnew_nuronew,meta_biocom_callnew_nuronew,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_chuseock_acid_1,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120237452088280396,[바이오컴] 종합대사기능검사 전환캠페인(11/4~) - 사본,1575,,메타광고_바이오컴_추석캠페인_종대사_1,/organicacid_store?idx=259,/organicacid_store;/organicacidstore,meta_biocom_chuseock_acid_1,meta_biocom_chuseock_acid_1,meta_biocom_chuseock_acid_1,meta_biocom_chuseock_acid_1,meta_paid_or_meta_candidate,organicacid,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_chuseock_biobalance_1,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1577,,메타광고_바이오컴_추석캠페인_바이오밸런스_1,/shop_view?idx=97,/shop_view;/shopview,meta_biocom_chuseock_biobalance_1,meta_biocom_chuseock_biobalance_1,meta_biocom_chuseock_biobalance_1,meta_biocom_chuseock_biobalance_1,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_chuseock_biobalance_2,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1578,,메타광고_바이오컴_추석캠페인_바이오밸런스_2,/shop_view?idx=97,/shop_view;/shopview,meta_biocom_chuseock_biobalance_2,meta_biocom_chuseock_biobalance_2,meta_biocom_chuseock_biobalance_2,meta_biocom_chuseock_biobalance_2,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_chuseock_youngdayspungsung,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1594,2025-09-25,메타광고_바이오컴_추석기획전_영데이즈/풍성,/HealthFood?idx=300,/HealthFood,meta_biocom_chuseock_youngdayspungsung,meta_biocom_chuseock_youngdayspungsung,meta_biocom_chuseock_youngdayspungsung,meta_biocom_chuseock_youngdayspungsung,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_chuseockgift_acid,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120237452088280396,[바이오컴] 종합대사기능검사 전환캠페인(11/4~) - 사본,1588,,메타광고_바이오컴_추석선물추천_종대사,/organicacid_store?idx=259,/organicacid_store;/organicacidstore,meta_biocom_chuseockgift_acid,meta_biocom_chuseockgift_acid,meta_biocom_chuseockgift_acid,meta_biocom_chuseockgift_acid,meta_paid_or_meta_candidate,organicacid,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
meta_biocom_chuseockgift_biobalance,B_alias_single_campaign_proposal,proposal_only_do_not_auto_confirm,120215102309650396,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",1589,,메타광고_바이오컴_추석선물추천_바이오밸런스,/shop_view?idx=97,/shop_view;/shopview,meta_biocom_chuseockgift_biobalance,meta_biocom_chuseockgift_biobalance,meta_biocom_chuseockgift_biobalance,meta_biocom_chuseockgift_biobalance,meta_paid_or_meta_candidate,supplements,2026-04-11T05:31:33.717Z,2026-04-04~2026-04-10,0.74,UTM 파일과 과거 Meta URL audit의 단일 캠페인 조인 근거다. 현재 Ads Manager/최근 주문 window 확인 전 manual_verified로 승격하지 않는다.,해당 alias 주문이 발생하면 Meta API URL evidence 또는 그로스팀 Ads Manager export로 숫자 ID 확인 후 승급
